record_type,time,type,peer_address,prefix,next-hop,communities,as-path,filename,title
rib,1411776052.0,R,206.126.236.61,200.239.0.0/18,206.126.236.61,"{'3257:50002', '4436:999', '4436:11611', '3257:51100', '3257:51102', '3257:30235', '3257:8093'}",4436 3257 174 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.19,200.239.0.0/18,206.126.236.19,"{'3257:50002', '3257:51100', '3257:51102', '3257:30235', '3257:8093'}",3257 174 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.24,200.239.0.0/18,206.126.236.24,"{'11666:1000', '3257:50002', '3257:51400', '11666:1005', '3257:30302', '3257:51401', '3257:8093'}",11666 3257 174 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.154,200.239.0.0/18,206.126.236.154,set(),13618 3356 3549 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.120,200.239.0.0/18,206.126.236.120,set(),41095 60937 12389 16509 6461 1273,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.47,200.239.0.0/18,206.126.236.47,"{'19151:65040', '19151:1000', '19151:61001'}",19151 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.12,200.239.0.0/18,206.126.236.12,"{'2914:1001', '2914:3000', '2914:2000', '2914:420'}",2914 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.10,200.239.0.0/18,206.126.236.10,"{'4589:420', '4589:2', '4589:61', '4589:14416', '4589:612'}",4589 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.26,200.239.0.0/18,206.126.236.26,"{'16559:500', '16559:65503'}",16559 6939 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.76,200.239.0.0/18,206.126.236.48,set(),5769 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.25,200.239.0.0/18,206.126.236.25,set(),6079 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.37,200.239.0.0/18,206.126.236.37,set(),6939 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.172,200.239.0.0/19,206.126.236.172,{'6461:5997'},11039 6461 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.19,200.239.0.0/19,206.126.236.19,"{'3257:50002', '3257:30268', '3257:51100', '3257:51102', '3257:8093'}",3257 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.24,200.239.0.0/19,206.126.236.24,"{'11666:1000', '3257:50002', '3257:30268', '11666:1005', '3257:51100', '3257:51102', '3257:8093'}",11666 3257 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.60,200.239.0.0/19,206.126.236.60,"{'3257:50002', '4436:999', '3257:30268', '4436:11611', '3257:51100', '3257:51102', '3257:8093'}",4436 3257 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.61,200.239.0.0/19,206.126.236.61,"{'3257:50002', '4436:999', '3257:30268', '4436:11611', '3257:51100', '3257:51102', '3257:8093'}",4436 3257 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.10,200.239.0.0/19,206.126.236.10,"{'4589:420', '4589:2', '4589:61', '4589:14416', '4589:612'}",4589 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.154,200.239.0.0/19,206.126.236.154,set(),13618 3356 3549 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.47,200.239.0.0/19,206.126.236.47,"{'19151:65040', '19151:1000', '19151:61001'}",19151 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.76,200.239.0.0/19,206.126.236.48,set(),5769 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.26,200.239.0.0/19,206.126.236.26,"{'16559:500', '16559:65503'}",16559 6939 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.25,200.239.0.0/19,206.126.236.25,set(),6079 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.120,200.239.0.0/19,206.126.236.120,set(),41095 3356 3549 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.12,200.239.0.0/19,206.126.236.12,"{'2914:1001', '2914:3000', '2914:2000', '2914:420'}",2914 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.37,200.239.0.0/19,206.126.236.37,set(),6939 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.172,200.239.32.0/19,206.126.236.172,{'6461:5997'},11039 6461 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.19,200.239.32.0/19,206.126.236.19,"{'3257:50002', '3257:30268', '3257:51100', '3257:51102', '3257:8093'}",3257 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.24,200.239.32.0/19,206.126.236.24,"{'11666:1000', '3257:50002', '3257:30268', '11666:1005', '3257:51100', '3257:51102', '3257:8093'}",11666 3257 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.60,200.239.32.0/19,206.126.236.60,"{'3257:50002', '4436:999', '3257:30268', '4436:11611', '3257:51100', '3257:51102', '3257:8093'}",4436 3257 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.61,200.239.32.0/19,206.126.236.61,"{'3257:50002', '4436:999', '3257:30268', '4436:11611', '3257:51100', '3257:51102', '3257:8093'}",4436 3257 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.10,200.239.32.0/19,206.126.236.10,"{'4589:420', '4589:2', '4589:61', '4589:14416', '4589:612'}",4589 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.154,200.239.32.0/19,206.126.236.154,set(),13618 3356 3549 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.47,200.239.32.0/19,206.126.236.47,"{'19151:65040', '19151:1000', '19151:61001'}",19151 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.76,200.239.32.0/19,206.126.236.48,set(),5769 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.26,200.239.32.0/19,206.126.236.26,"{'16559:500', '16559:65503'}",16559 6939 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.25,200.239.32.0/19,206.126.236.25,set(),6079 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.120,200.239.32.0/19,206.126.236.120,set(),41095 3356 3549 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.12,200.239.32.0/19,206.126.236.12,"{'2914:1001', '2914:3000', '2914:2000', '2914:420'}",2914 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411776052.0,R,206.126.236.37,200.239.32.0/19,206.126.236.37,set(),6939 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
update,1411776223.0,A,206.126.236.24,200.239.0.0/18,206.126.236.24,"{'11666:1000', '3257:50002', '3257:51400', '11666:1005', '3257:30302', '3257:51401', '3257:8093'}",11666 3257 174 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
update,1411776224.0,A,206.126.236.172,200.239.0.0/18,206.126.236.172,"{'174:21001', '174:22013'}",11039 174 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
update,1411776240.0,A,206.126.236.60,200.239.0.0/18,206.126.236.60,"{'3257:50002', '4436:999', '4436:11611', '3257:51100', '3257:51102', '3257:30235', '3257:8093'}",4436 3257 174 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
update,1411776251.0,A,206.126.236.61,200.239.0.0/18,206.126.236.61,"{'3257:50002', '4436:999', '4436:11611', '3257:51100', '3257:51102', '3257:30235', '3257:8093'}",4436 3257 174 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
update,1411776269.0,A,206.126.236.19,200.239.0.0/18,206.126.236.19,"{'3257:50002', '3257:51100', '3257:51102', '3257:30235', '3257:8093'}",3257 174 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
update,1411776463.0,A,206.126.236.61,200.239.32.0/19,206.126.236.61,"{'3257:50002', '4436:999', '3257:30268', '4436:11611', '3257:51100', '3257:51102', '3257:8093'}",4436 3257 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
update,1411776463.0,A,206.126.236.61,200.239.0.0/19,206.126.236.61,"{'3257:50002', '4436:999', '3257:30268', '4436:11611', '3257:51100', '3257:51102', '3257:8093'}",4436 3257 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
update,1411776471.0,A,206.126.236.19,200.239.0.0/19,206.126.236.19,"{'3257:50002', '3257:30268', '3257:51100', '3257:51102', '3257:8093'}",3257 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
update,1411776471.0,A,206.126.236.19,200.239.32.0/19,206.126.236.19,"{'3257:50002', '3257:30268', '3257:51100', '3257:51102', '3257:8093'}",3257 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
update,1411776472.0,A,206.126.236.24,200.239.0.0/19,206.126.236.24,"{'11666:1000', '3257:50002', '3257:30268', '11666:1005', '3257:51100', '3257:51102', '3257:8093'}",11666 3257 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
update,1411776472.0,A,206.126.236.24,200.239.32.0/19,206.126.236.24,"{'11666:1000', '3257:50002', '3257:30268', '11666:1005', '3257:51100', '3257:51102', '3257:8093'}",11666 3257 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
update,1411776477.0,A,206.126.236.60,200.239.32.0/19,206.126.236.60,"{'3257:50002', '4436:999', '3257:30268', '4436:11611', '3257:51100', '3257:51102', '3257:8093'}",4436 3257 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
update,1411776477.0,A,206.126.236.60,200.239.0.0/19,206.126.236.60,"{'3257:50002', '4436:999', '3257:30268', '4436:11611', '3257:51100', '3257:51102', '3257:8093'}",4436 3257 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
update,1411776478.0,A,206.126.236.172,200.239.0.0/19,206.126.236.172,{'6461:5997'},11039 6461 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
update,1411776478.0,A,206.126.236.172,200.239.32.0/19,206.126.236.172,{'6461:5997'},11039 6461 3491 11888,torg_1_2014-09-26 23:30:00_2014-09-27 00:30:00.csv,torg_1
rib,1411833600.0,R,202.79.197.159,200.239.0.0/18,202.79.197.159,"{'2914:1405', '2914:3400', '65504:3491', '24482:5', '24482:10', '2914:2406', '2914:420', '24482:2914', '24482:11', '24482:100', '24482:101'}",24482 2914 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833600.0,R,202.79.197.201,200.239.0.0/18,202.79.197.201,"{'2914:1405', '2914:3400', '2914:2406', '2914:420'}",133165 2914 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833600.0,R,202.79.197.159,200.239.0.0/19,202.79.197.159,"{'2914:1405', '2914:3400', '65504:3491', '24482:5', '24482:10', '2914:2406', '2914:420', '24482:2914', '24482:11', '24482:100', '24482:101'}",24482 2914 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833600.0,R,202.79.197.201,200.239.0.0/19,202.79.197.201,"{'2914:1405', '2914:3400', '2914:2406', '2914:420'}",133165 2914 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833600.0,R,202.79.197.159,200.239.32.0/19,202.79.197.159,"{'2914:1405', '2914:3400', '65504:3491', '24482:5', '24482:10', '2914:2406', '2914:420', '24482:2914', '24482:11', '24482:100', '24482:101'}",24482 2914 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833600.0,R,202.79.197.201,200.239.32.0/19,202.79.197.201,"{'2914:1405', '2914:3400', '2914:2406', '2914:420'}",133165 2914 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.60,200.239.0.0/18,206.126.236.60,"{'3257:50002', '4436:999', '4436:11611', '3257:51100', '3257:51102', '3257:30235', '3257:8093'}",4436 3257 174 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.61,200.239.0.0/18,206.126.236.61,"{'3257:50002', '4436:999', '4436:11611', '3257:51100', '3257:51102', '3257:30235', '3257:8093'}",4436 3257 174 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.19,200.239.0.0/18,206.126.236.19,"{'3257:50002', '3257:51100', '3257:51102', '3257:30235', '3257:8093'}",3257 174 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.24,200.239.0.0/18,206.126.236.24,"{'11666:1000', '3257:50002', '3257:51400', '11666:1005', '3257:30302', '3257:51401', '3257:8093'}",11666 3257 174 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.172,200.239.0.0/18,206.126.236.172,"{'174:21001', '174:22013'}",11039 174 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.154,200.239.0.0/18,206.126.236.154,set(),13618 3356 3549 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.120,200.239.0.0/18,206.126.236.120,set(),41095 3356 3549 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.47,200.239.0.0/18,206.126.236.47,"{'19151:65040', '19151:1000', '19151:61001'}",19151 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.12,200.239.0.0/18,206.126.236.12,"{'2914:1001', '2914:3000', '2914:2000', '2914:420'}",2914 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.10,200.239.0.0/18,206.126.236.10,"{'4589:420', '4589:2', '4589:61', '4589:14416', '4589:612'}",4589 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.26,200.239.0.0/18,206.126.236.26,"{'16559:500', '16559:65503'}",16559 6939 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.76,200.239.0.0/18,206.126.236.48,set(),5769 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.25,200.239.0.0/18,206.126.236.25,set(),6079 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.37,200.239.0.0/18,206.126.236.37,set(),6939 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.24,200.239.0.0/19,206.126.236.24,"{'11666:1000', '3257:50002', '3257:30268', '11666:1005', '3257:51100', '3257:51102', '3257:8093'}",11666 3257 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.19,200.239.0.0/19,206.126.236.19,"{'3257:50002', '3257:30268', '3257:51100', '3257:51102', '3257:8093'}",3257 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.61,200.239.0.0/19,206.126.236.61,"{'3257:50002', '4436:999', '3257:30268', '4436:11611', '3257:51100', '3257:51102', '3257:8093'}",4436 3257 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.60,200.239.0.0/19,206.126.236.60,"{'3257:50002', '4436:999', '3257:30268', '4436:11611', '3257:51100', '3257:51102', '3257:8093'}",4436 3257 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.172,200.239.0.0/19,206.126.236.172,{'6461:5997'},11039 6461 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.10,200.239.0.0/19,206.126.236.10,"{'4589:420', '4589:2', '4589:61', '4589:14416', '4589:612'}",4589 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.154,200.239.0.0/19,206.126.236.154,set(),13618 3356 3549 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.47,200.239.0.0/19,206.126.236.47,"{'19151:65040', '19151:1000', '19151:61001'}",19151 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.76,200.239.0.0/19,206.126.236.48,set(),5769 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.26,200.239.0.0/19,206.126.236.26,"{'16559:500', '16559:65503'}",16559 6939 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.25,200.239.0.0/19,206.126.236.25,set(),6079 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.120,200.239.0.0/19,206.126.236.120,set(),41095 3356 3549 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.12,200.239.0.0/19,206.126.236.12,"{'2914:1001', '2914:3000', '2914:2000', '2914:420'}",2914 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.37,200.239.0.0/19,206.126.236.37,set(),6939 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.24,200.239.32.0/19,206.126.236.24,"{'11666:1000', '3257:50002', '3257:30268', '11666:1005', '3257:51100', '3257:51102', '3257:8093'}",11666 3257 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.19,200.239.32.0/19,206.126.236.19,"{'3257:50002', '3257:30268', '3257:51100', '3257:51102', '3257:8093'}",3257 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.61,200.239.32.0/19,206.126.236.61,"{'3257:50002', '4436:999', '3257:30268', '4436:11611', '3257:51100', '3257:51102', '3257:8093'}",4436 3257 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.60,200.239.32.0/19,206.126.236.60,"{'3257:50002', '4436:999', '3257:30268', '4436:11611', '3257:51100', '3257:51102', '3257:8093'}",4436 3257 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.172,200.239.32.0/19,206.126.236.172,{'6461:5997'},11039 6461 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.10,200.239.32.0/19,206.126.236.10,"{'4589:420', '4589:2', '4589:61', '4589:14416', '4589:612'}",4589 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.154,200.239.32.0/19,206.126.236.154,set(),13618 3356 3549 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.47,200.239.32.0/19,206.126.236.47,"{'19151:65040', '19151:1000', '19151:61001'}",19151 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.76,200.239.32.0/19,206.126.236.48,set(),5769 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.26,200.239.32.0/19,206.126.236.26,"{'16559:500', '16559:65503'}",16559 6939 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.25,200.239.32.0/19,206.126.236.25,set(),6079 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.120,200.239.32.0/19,206.126.236.120,set(),41095 3356 3549 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.12,200.239.32.0/19,206.126.236.12,"{'2914:1001', '2914:3000', '2914:2000', '2914:420'}",2914 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411833651.0,R,206.126.236.37,200.239.32.0/19,206.126.236.37,set(),6939 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
update,1411833815.0,A,206.126.236.24,200.239.0.0/18,206.126.236.24,"{'11666:1000', '3257:50002', '3257:51400', '11666:1005', '3257:30302', '3257:51401', '3257:8093'}",11666 3257 174 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
update,1411833821.0,A,206.126.236.61,200.239.0.0/18,206.126.236.61,"{'3257:50002', '4436:999', '4436:11611', '3257:51100', '3257:51102', '3257:30235', '3257:8093'}",4436 3257 174 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
update,1411833860.0,A,206.126.236.172,200.239.0.0/18,206.126.236.172,"{'174:21001', '174:22013'}",11039 174 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
update,1411833860.0,A,206.126.236.19,200.239.0.0/18,206.126.236.19,"{'3257:50002', '3257:51100', '3257:51102', '3257:30235', '3257:8093'}",3257 174 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
update,1411833869.0,A,206.126.236.60,200.239.0.0/18,206.126.236.60,"{'3257:50002', '4436:999', '4436:11611', '3257:51100', '3257:51102', '3257:30235', '3257:8093'}",4436 3257 174 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
update,1411834044.0,A,206.126.236.19,200.239.0.0/19,206.126.236.19,"{'3257:50002', '3257:30268', '3257:51100', '3257:51102', '3257:8093'}",3257 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
update,1411834044.0,A,206.126.236.19,200.239.32.0/19,206.126.236.19,"{'3257:50002', '3257:30268', '3257:51100', '3257:51102', '3257:8093'}",3257 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
update,1411834052.0,A,206.126.236.60,200.239.32.0/19,206.126.236.60,"{'3257:50002', '4436:999', '3257:30268', '4436:11611', '3257:51100', '3257:51102', '3257:8093'}",4436 3257 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
update,1411834052.0,A,206.126.236.60,200.239.0.0/19,206.126.236.60,"{'3257:50002', '4436:999', '3257:30268', '4436:11611', '3257:51100', '3257:51102', '3257:8093'}",4436 3257 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
update,1411834053.0,A,206.126.236.172,200.239.0.0/19,206.126.236.172,{'6461:5997'},11039 6461 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
update,1411834053.0,A,206.126.236.172,200.239.32.0/19,206.126.236.172,{'6461:5997'},11039 6461 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
update,1411834054.0,A,206.126.236.61,200.239.32.0/19,206.126.236.61,"{'3257:50002', '4436:999', '3257:30268', '4436:11611', '3257:51100', '3257:51102', '3257:8093'}",4436 3257 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
update,1411834054.0,A,206.126.236.61,200.239.0.0/19,206.126.236.61,"{'3257:50002', '4436:999', '3257:30268', '4436:11611', '3257:51100', '3257:51102', '3257:8093'}",4436 3257 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
update,1411834068.0,A,206.126.236.24,200.239.0.0/19,206.126.236.24,"{'11666:1000', '3257:50002', '3257:30268', '11666:1005', '3257:51100', '3257:51102', '3257:8093'}",11666 3257 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
update,1411834068.0,A,206.126.236.24,200.239.32.0/19,206.126.236.24,"{'11666:1000', '3257:50002', '3257:30268', '11666:1005', '3257:51100', '3257:51102', '3257:8093'}",11666 3257 3491 11888,torg_1_2014-09-27 15:30:00_2014-09-27 16:30:00.csv,torg_1
rib,1411783201.0,R,202.79.197.159,200.239.0.0/18,202.79.197.159,"{'24482:20', '8709:0', '24482:3', '24482:6777'}",24482 60937 12389 16509 6461 1273,torg_1_2014-09-27 01:30:00_2014-09-27 02:30:00.csv,torg_1
